"MaximumPressure","MinimumPressure","MaximumTemperature","MinimumTemperature","MaximumRelativeHumidity","MinimumRelativeHumidity","Precipitation","TotalEvaporation","SunshineDuration","WindDirection","WindSpeed"
1006.8,1001.44,34.5,24.5,87,50,0,5.07,5.1,260,15.43332
1008.77,1002.63,35.5,24.5,91,52,4.2,4.74,6.8,360,20.063316
1007.68,1001.65,33.5,23.7,96,64,4.9,4.36,7.1,10,11.317768
1009.28,1003.18,32.6,23.6,94,57,2.8,4.63,5,250,15.43332
1009.45,1005.57,31.3,23.5,91,62,14.1,5.45,2.8,240,18.00554
1010.5,1006.12,28.3,24,92,69,8.3,2.73,0.3,240,18.00554
1009.91,1005.68,28.7,22.9,93,74,12.9,2.99,0.4,240,11.317768
1010.78,1005.75,30,23.4,96,70,2.8,3.88,1.9,180,12.346656
1007.28,1001.59,31.2,23.9,94,60,0.5,4.03,2,190,12.346656
1005.92,1001.99,29.7,24.1,87,76,0.2,1.66,0.6,210,8.745548
1010.41,1005.2,32.2,24.4,91,88,10.7,4.35,1.8,180,7.71666
1009.16,1003.18,32.5,22.6,96,52,0,3.86,3.9,180,8.745548
1008.06,1002.32,34,23.9,88,53,0,4.45,7.9,270,15.43332
1008.81,1003.67,35.3,23.7,89,44,0,5.23,10.3,360,11.317768
1008.46,1003.54,34.5,24.5,88,60,12.5,5.69,7.7,30,14.404432
1006.92,1001.33,33.6,24.1,94,61,0,4.93,7.1,290,11.317768
1008.16,1001.99,34.3,24.4,89,53,5.6,6.95,6.6,290,10.28888
1008.71,1003.22,34.6,23.5,93,53,0,4.85,6.4,20,9.774436
1008.46,1002.01,34.2,24.4,88,49,0,1.8,8.4,260,13.375544
1007.44,1003.85,33,24.6,84,53,27,8.87,5.5,180,15.43332
1006.14,1001.74,33.9,23.9,92,60,0,5.25,8,180,11.317768
1006.81,1002.46,33.6,24.6,83,58,1.6,3.65,1.9,150,14.404432
1008.65,1006.04,32,24.5,87,57,3.4,5.11,3.6,230,18.00554
1008.06,1003.43,33.1,23.8,90,60,0.5,4.28,5.7,360,12.346656
1008.15,1004.69,31,24.2,89,71,1.8,2.75,3.3,210,13.375544
1010.12,1006.29,31.3,24.6,93,64,0,2.23,1.3,270,11.317768
1010.31,1004.93,31.4,24.8,96,67,41.8,4.63,2.1,270,12.346656
1008.73,1002.49,32,23.4,97,59,17.5,5.1,3.9,120,11.317768
1008.18,1003.66,30.7,24.2,96,73,12.8,4.77,0.8,330,19.034428
1009.8,1004.68,32.4,23.9,96,58,8.4,4.62,4.3,210,22.121092
1010.37,1004.87,32.1,22.7,95,57,0,3.42,1.5,210,8.745548
1011.19,1004.51,33.8,24.2,90,54,2,5.06,3.3,360,9.774436
1008.93,1003.33,33.9,24.4,92,52,0,5.97,8.7,310,11.317768
1008.03,1003.72,35.3,25,85,53,0,2.96,5.5,10,19.034428
1008.01,1002.06,34.5,25,91,53,15.6,5.05,6.1,180,20.063316
1004.62,997.84,33.6,25.5,88,53,0.2,6.03,4.7,160,14.404432
1004.96,1000.87,31.7,25.5,85,62,0.9,2.94,3,210,20.063316
1006.81,1003.7,30,24.4,89,70,2.4,2.72,0.4,230,11.317768
1006.86,1002.98,28.9,23.9,87,73,10.4,3.51,1.4,260,14.404432
1007.54,1003.59,30,23.9,92,68,2.2,3.33,0,180,14.404432
1007.17,1003.15,32.5,24.4,89,55,1.1,3.56,5.2,210,10.28888
1010.26,1004.69,32.5,24.8,92,58,0.6,4.93,1.2,230,10.28888
1008.35,1003.88,34.2,24.9,91,53,15.5,5.29,6.5,210,13.375544
1007.69,1003.25,34,24.8,92,58,0,4.57,10.8,230,11.317768
1006.04,1001.16,35,25.2,86,49,0,6.2,9,230,13.375544
1004.7,999.75,35.5,25,86,47,0,6.46,10.3,180,12.346656
1005.26,1000.92,35.2,26.1,80,49,0,6.33,9.8,230,3.601108
1005.77,1003.05,34,25.3,85,52,0,5.09,6.9,240,10.28888
1006.88,1002.75,33.6,24.9,86,53,7,5.68,7.2,180,13.375544
1007.68,1003.39,34.2,25,90,49,0,5.99,4.6,230,4.629996
1007.39,1002.83,34,24.6,84,50,1.5,4.66,4.4,240,13.375544
1009.35,1004.56,33.2,25.3,90,51,0.4,4.29,2.8,190,11.317768
1009.92,1003.58,33.3,24.3,94,54,4.5,5.28,3.4,210,18.00554
1010.99,1005.96,32.5,23.4,95,59,0,4.84,6.1,230,13.375544
1009.14,1003.56,33,25.2,83,56,0.9,5.24,5.7,210,13.375544
1010.27,1006.23,29.5,24.5,88,68,1.8,1.9,0,180,15.43332
1010.09,1005.37,33.2,24.7,85,54,0,4.93,2.2,230,14.404432
1008.97,1003.4,33.1,25,84,56,0,4.1,5.4,200,11.317768
1006.35,1002.31,32.9,24.9,92,54,6.4,8.88,3.2,180,10.28888
1006.68,1000.53,32.5,24,95,50,0.7,1.66,2.3,230,15.947764
1005.9,1001.77,31.5,24.8,86,56,0,1.91,3.6,240,14.404432
1008.99,1002.17,34.9,25,85,46,0,4.71,6.6,240,13.375544
1010.16,1005.4,33.5,24.2,92,52,0,5.25,2.1,230,15.43332
1008.83,1002.06,34,23.9,85,50,0.7,4.01,6.3,330,11.317768
1005.35,1000.08,34.5,24.1,90,45,0,4.58,8.1,210,12.346656
1008.18,1002.88,33.6,25.6,79,52,1,5.33,2,230,14.404432
1008.98,1005.4,32.5,24.9,85,61,1.1,4.55,1.6,230,12.346656
1007.8,1002.87,32,24,91,55,0,3.72,3.6,20,9.774436
1004.62,1000.22,33.6,24.5,87,49,0.1,4.33,6.3,250,13.375544
1003.93,1000.06,31.7,25.5,86,60,1.6,2.73,0.7,180,7.71666
1006.16,1002.96,28.5,24.2,92,75,2.1,1.48,0,210,9.774436
1007.48,1003.94,31.9,23.9,95,63,6.1,4.07,1.6,180,9.774436
1009.82,1006.65,31.5,24.1,96,64,41.1,6.44,1,210,13.375544
1009.23,1003.2,33.6,23.9,96,53,0.7,3.55,5.6,300,16.976652
1009.04,1004.9,32.6,24.2,92,54,0.2,4.26,0.7,360,11.317768
1007.74,1004,30,24.4,92,67,6.2,3.06,1.2,210,9.774436
1006.67,1001.99,31.5,23.8,95,60,0.2,3.41,1.4,270,15.43332
1006.55,1002.07,32.2,23.8,90,56,0.8,5.03,5.4,230,16.976652
1006.32,1001.4,32.7,24.3,88,55,6.3,5.5,9.3,180,13.375544
1006.9,1002.16,32.8,24.8,87,66,0.1,4.24,6.4,220,16.976652
1007.45,1002.81,33.6,24.5,88,55,0,5.51,4.6,20,10.28888
1006.74,1002.28,32,25.1,89,62,6.8,4.73,4.7,210,11.317768
1006.06,1000.66,33,24,96,56,0,2.88,5.3,180,11.317768
1007.7,1002.59,33.5,25.3,93,54,16.7,6.61,3.2,180,15.43332
1007.69,1003.58,32.1,25,94,61,6.3,6.06,2.8,190,11.317768
1008.17,1003.13,32.7,24,95,64,2.2,3.95,4.3,180,15.43332
1008.04,1003.88,33.3,24.6,92,55,0.4,4.17,3.2,230,15.43332
1008.09,1003.15,32.7,24,93,54,28.2,7.28,4.3,120,13.375544
1007.94,1003.23,29,24.5,94,74,6,3.04,0,180,7.71666
1005.27,1000.02,33.9,23.7,91,52,0,3.94,3.5,230,13.375544
1001.61,997.36,31.9,25.4,87,62,0.1,3.36,1.1,230,11.317768
1002.94,999.04,29.1,25.4,86,74,5,3.38,0.3,210,15.43332
1006.41,1002.47,29.2,23.6,93,71,5.5,3.33,0,180,16.976652
1007.07,1003.28,30,23.1,94,63,1.8,2.79,0,230,14.404432
1008.17,1004.5,29,23.6,96,75,17.4,3.03,0,200,12.346656
1008.3,1003.51,29.6,23.2,95,74,3.9,2.65,0.3,200,7.71666
1009.67,1005.99,29.3,24,96,80,8.4,1.73,0.9,230,11.317768
1009.86,1004.47,32,23.6,96,65,2.5,3.92,2.3,200,14.404432
1009.27,1004.53,33.5,24.2,93,52,0,4.65,5.6,200,11.317768
1008.35,1003.55,33.3,23.5,92,53,0,4.46,3.2,300,8.745548
1009.75,1005.89,32.4,24,92,55,2.8,5.56,1.8,30,15.43332
1010.03,1004.98,32,23.6,93,58,0,2.5,1.6,310,12.346656
1009.48,1003.93,34.1,23.3,92,49,4.7,5.59,4.8,290,15.43332
1009.86,1005.32,32.1,24.2,92,59,0,3.24,2.2,230,12.346656
1008.26,1003.31,31.7,24.2,92,60,0.6,3.14,0.2,10,9.774436
1007.52,1002.44,33.4,24.5,92,56,24.7,7.57,3.4,220,21.092204
1008.78,1004.41,34.2,24.5,95,49,2.5,5.51,8.4,210,9.774436
1010.28,1004.92,34.1,25.1,94,57,3.6,5.49,7.2,220,13.375544
1010.99,1005.99,32,24.6,94,62,8.7,4.73,3.3,180,14.404432
1011.28,1005.83,31,23.8,95,67,0,2.58,1.5,230,11.317768
1009.78,1004.49,30.6,23.9,91,66,0,2.69,1.3,190,12.346656
1011.11,1005.17,34.3,24.2,92,54,1.8,4.22,6.9,230,13.375544
1009.57,1003.56,33.9,23.5,94,51,2.9,4.11,8.7,360,13.375544
1011.46,1005.74,34.3,24,94,54,0,5.6,8.6,230,9.774436
1010.77,1004.8,32.9,24.9,89,59,30.9,5.73,5.9,240,15.947764
1012.41,1006.64,32.8,23.2,96,53,0.6,3.63,5,230,15.947764
1011.53,1005.66,33.6,24,94,55,0.7,4.52,6.8,240,15.43332
1011.73,1007.45,33.4,23.8,95,54,12.7,5.11,5.3,130,16.976652
1011.19,1004.66,33.6,23.9,92,50,6.1,6.25,8.1,90,10.28888
1010.59,1005.55,31.5,25,96,71,6.2,4.96,3,180,13.375544
1011.46,1007.76,29.7,24.2,95,74,70.9,6.16,1.7,260,7.71666
1010.95,1006.64,31.1,23.4,96,59,26.3,5.5,4.1,200,21.092204
1011.48,1005.08,32.3,22,96,59,0.2,3.21,5.8,210,9.774436
1010.47,1006.25,32.5,24.5,90,59,0,3.03,4.2,300,9.774436
1009.46,1005.25,32.5,23.6,94,47,44,6.15,4.1,330,9.774436
1008.74,1003.25,33.3,23,96,58,14.3,5.77,4.1,360,12.346656
1009.52,1004.81,32.2,22.6,96,67,0,2.08,2.7,230,7.71666
1008.83,1004.76,31,24.8,94,66,1.9,4.04,1.4,330,8.745548
1010.01,1005.87,30,24.5,96,74,4.5,4.5,1.5,180,11.317768
1011.13,1005.42,31.7,23.6,94,63,0,2.03,4.3,360,0
1009.53,1003.52,33.1,23.9,92,49,0,4.01,7.4,140,10.28888
1009.8,1006.24,32.7,24.5,90,54,25.6,6.27,6.8,210,15.43332
1012.29,1006.91,29.5,23.2,96,65,0.4,2.55,1,180,12.346656
1009.89,1004.37,33.5,24,95,59,0,2.82,6.7,360,11.317768
1010.49,1006.73,32.3,24.9,94,62,4.3,4.31,6.7,190,12.346656
1011.58,1005.4,33.2,24.5,93,57,5.3,5.72,7,250,15.43332
1010.1,1004.39,31.6,22.9,95,64,0,4.3,5.8,280,10.28888
1008.29,1003.25,32.5,23.6,96,62,0,2.59,6.8,20,13.375544
1008.17,1004.35,32.7,23.4,93,63,2.5,4.57,8,230,12.346656
1007.49,1003.58,32.5,24.2,90,54,0,4.01,3.5,230,10.28888
1007.43,1003.67,31.6,24.3,89,59,0,2.52,5.8,210,11.317768
1010.51,1005.31,32.7,23.6,91,58,0,4.31,4.1,340,10.28888
1009.92,1004.61,33.1,24,90,53,1.8,4.26,7.7,230,9.774436
1011.76,1007.2,32.5,23.2,94,61,0.8,4.43,4.6,230,12.346656
1009.46,1002.94,34.5,24.2,93,51,7.3,5.72,7.1,90,19.034428
1012.11,1007.85,26,22.9,96,80,10.9,1.47,0,190,6.687772
1013.85,1008.86,30.5,23.3,96,68,0,3.35,3,200,8.745548
1014.71,1007.78,32.1,24,91,52,0.1,3.86,7.6,240,16.976652
1011.71,1004.83,33.8,23,93,49,0,3.29,8.8,240,11.317768
1012.67,1008.4,33.5,24,91,61,7.5,5.66,8.1,360,21.092204
1013.84,1007.52,30.6,23.4,93,64,0.7,2.3,4.9,130,6.687772
1014.13,1007.5,31,23.2,94,60,1.7,4.33,4.3,180,9.774436
1014.03,1008.23,33.5,23.4,94,51,0,4.53,8.9,230,7.71666
1015.19,1010.92,28.6,23.4,90,71,10.5,2.09,1.3,120,5.658884
1015.26,1010.54,32.9,23.5,92,59,0,3.44,6.5,120,13.375544
1017.07,1010.52,33.5,23.2,93,50,0,4.88,9.5,360,11.317768
1014.84,1008.69,32.6,24.1,88,52,0,3.72,6.3,250,10.28888
1012.78,1007.11,32.9,22.4,94,53,0,4.99,8.2,360,15.43332
1015.36,1009.18,33.5,22.4,94,45,0,3.59,8.4,350,12.346656
1014.8,1009.11,33.5,22.1,93,47,0,4.37,9,360,13.375544
1014.24,1008.54,32.1,22.9,92,54,3.1,3.92,4.7,350,12.346656
1012.9,1007.85,33.7,23.3,94,47,0,4.14,7.5,150,14.404432
1013.39,1009.16,33,22.6,91,43,0,3.2,9,20,10.28888
1014.79,1009.18,32.8,24.4,91,52,0,4.83,3.5,30,11.317768
1013.25,1007.36,32.1,23,91,54,44.6,6.51,5.9,240,15.43332
1013.72,1007.09,31.3,23.3,96,56,5.2,2.52,4.5,210,6.687772
1013.87,1008.06,33.3,23.8,96,55,39.4,5.38,7.7,360,22.635536
1013.89,1007.41,31.8,22.6,96,57,5.6,4.49,8.2,140,9.774436
1015.67,1009.66,31,22.6,95,66,1.3,1.61,5.5,70,9.774436
1015.52,1009.06,31.8,23.6,92,59,8.1,5.73,4.8,360,11.317768
1013.76,1009.25,29.4,24.2,96,66,22.8,2.17,0.5,210,19.034428
1014.86,1011.45,29.5,23.4,96,79,24.1,8.2,3.1,230,16.976652
1014.42,1009.2,30,22.7,96,61,0,2.05,3.8,190,8.745548
1013.62,1007.84,32,23.1,92,53,0,4.13,9,230,9.774436
1012.2,1006.76,32.3,23.1,93,62,0,2.41,6.3,240,12.346656
1011.88,1007.4,31,24.2,91,58,2.5,4.28,1.7,60,11.317768
1010.46,1007.04,29.9,24.1,93,66,14.9,4.41,1.6,360,10.28888
1012.41,1007.75,30.7,23.3,97,67,0.3,2.69,2,180,6.687772
1013.55,1008.51,32.3,23.9,96,46,0,2,7.7,180,10.28888
1015.76,1008.62,31.8,21.5,93,52,0.5,5.75,8.6,230,7.71666
1013.25,1007.05,31.9,22.9,94,57,0.3,4.18,6.5,250,7.71666
1012.59,1007.19,31,23.5,94,60,11.3,4.96,5.6,200,8.745548
1013.64,1008.39,32.7,22.7,96,55,4.6,2.7,5.5,360,12.346656
1012.83,1007.06,32.7,22.6,93,49,0,3.4,8.4,350,14.404432
1015.87,1010.65,31,20.4,93,55,0,4.61,9,360,18.00554
1018.05,1011.55,29.5,16.1,90,34,0,4.07,8.7,30,14.404432
1019.45,1012.96,29,15,92,35,0,5.21,9.5,130,8.745548
1017.61,1010.59,28.6,15.1,95,42,0,3.43,9.5,130,7.71666
1016.66,1010.66,28.1,16.3,94,38,0,2.76,9.4,220,8.745548
1018.55,1011.59,27.8,15.3,95,43,0,4.11,9,40,7.71666
1016.58,1009.64,28.6,15.2,97,45,0,2.98,8.7,80,9.774436
1014.4,1007.48,31.3,17,94,42,0,3.2,9.4,350,5.658884
1013.45,1006.66,32.5,19.4,95,47,0,4.79,9.3,360,8.745548
1013.8,1009.04,31.5,21,94,50,0,3.05,6.4,30,10.28888
1017.24,1013.14,29.9,21.4,90,54,2.2,3.4,3.4,360,10.28888
1018.41,1013.28,29.5,21.9,93,57,0,1.74,1.1,360,8.745548
1017.93,1012.72,28.2,23.1,88,63,0,3.9,1.2,240,9.774436
1017.24,1011.63,30.3,21,94,52,0,1.75,5.1,230,9.774436
1017.59,1010.98,31.7,20.3,93,52,0,2.71,7.4,360,7.71666
1016.2,1010.7,31.2,21.7,92,50,0,4.11,9.1,10,9.774436
1018.1,1011.89,31.6,20.9,95,48,0,2.54,8.8,240,8.745548
1018.88,1013.18,30.5,19.4,92,42,0,3.81,9.5,340,15.43332
1019.71,1014.27,28.9,17.1,96,40,0,7.27,9.3,10,15.947764
1020.95,1014.46,28,17.4,82,42,0,1.24,9.5,90,14.404432
1023.11,1016.67,27.2,14.6,94,39,0,3.52,8.6,360,12.346656
1023.45,1015.92,26.5,13.3,94,35,0,4.43,9.4,10,13.375544
1022.13,1014.4,27,11.5,92,34,0,2.11,9.6,270,6.687772
1021.1,1012.7,26.3,11.8,94,39,0,4.39,9.3,270,5.658884
1016.24,1008.86,26.8,12.5,94,44,0,1.95,9.4,120,7.71666
1017.61,1011.32,29.2,14.4,95,44,0,3.53,8.6,270,6.687772
1020.97,1014.24,29.5,15.6,92,43,0,3.09,8.8,100,8.745548
1021.4,1013.84,28,16.3,94,45,0,3.65,8.3,180,8.745548
1019.31,1012.27,28.1,17,92,44,0,3.07,8.6,200,6.687772
1020.74,1013.84,28.4,16.2,94,44,0,2.36,7.3,80,7.71666
1019.75,1012.98,28.5,16.1,94,48,0,3.18,7.5,330,6.687772
1016.97,1010.8,28.4,16.4,94,43,0,3.01,8.2,210,9.774436
1017.04,1010.6,29,20.2,79,46,0,3.11,7,130,5.658884
1017,1010.9,29,17.6,92,48,0,2.81,8,230,8.745548
1017.37,1011.48,30,16.2,96,46,0,2.76,8.6,20,8.745548
1018.23,1012.12,29.5,16.8,95,44,0,2.53,8.3,70,9.774436
1018.58,1012.82,29,17.3,91,43,0,4.4,8.7,230,8.745548
1017.73,1012.4,28.1,15.8,95,45,0,2.4,8.7,250,6.687772
1019.81,1013.7,29,16,94,41,0,3.36,8.7,230,7.71666
1020.21,1014.08,27.3,15.4,93,48,0,2.79,7.7,230,7.71666
1018.48,1013.26,27,17.9,90,44,0,2.89,7.5,220,5.658884
1019.54,1012.78,27.2,14,94,39,0,0.36,8.7,90,7.71666
1019.75,1012.68,27.4,13.6,94,38,0,3.8,8.1,180,7.71666
1019.02,1012.56,28.9,14.9,92,43,0,3.76,8.8,360,0
1019.17,1012.27,29.2,15.3,93,41,0,3.32,9.1,250,8.745548
1017.8,1011.1,29.4,16.5,93,40,0,2.4,8.9,90,7.71666
1018.05,1012.95,29.4,16.3,95,40,0,3.95,7.1,270,6.687772
1016.96,1014.52,22.4,19.8,95,76,7.1,2.52,0,210,3.601108
1017.24,1010.76,27.3,19.6,95,52,0,3.07,5.9,20,9.774436
1015.51,1009.77,27,17.3,95,52,0,2.59,7.1,150,10.28888
1016.79,1010.33,29,16.7,93,43,0,2.57,8.2,360,9.774436
1016.7,1010.17,30.3,16.1,95,35,0,1.77,9.3,360,7.71666
1017.48,1011.25,30.5,15.8,95,39,0,5.12,9.1,360,9.774436
1017.65,1011.6,29.8,16.5,93,44,0,3.16,8.9,240,4.629996
1019.16,1015.18,25.5,20.2,86,57,0,1.83,0.4,50,11.317768
1019.02,1012.6,28.5,18.7,87,45,0,3.3,8.9,130,7.71666
1017.6,1010.86,29.3,16.4,94,41,0,4.01,9.1,180,11.317768
1016.22,1009.82,29.1,15.6,94,37,0,4.34,9.2,210,11.317768
1017.02,1011.19,29,16,94,38,0,3.07,8.7,180,8.745548
1019.82,1013.33,29.4,16.5,89,37,0,3.42,8.5,100,7.71666
1021.43,1014.92,29.7,14.4,97,38,0,2.36,9.6,210,7.71666
1021.95,1015.61,29,14.7,93,39,0,4.54,9.3,220,8.745548
1022.17,1015.88,26.2,18.5,77,52,0,2.52,5.1,210,8.745548
1021.36,1014.96,26.6,15,92,44,0,2.78,9.2,50,7.71666
1023.96,1018.37,27,13.5,93,46,0,1.94,7.3,220,7.71666
1025.88,1019.19,26.6,12.9,95,32,0,4.62,9,110,8.745548
1026.36,1018.41,26.2,11.2,94,36,0,2.26,9.1,360,8.745548
1026.98,1020.22,25.5,11.4,93,35,0,3.22,8.6,360,6.687772
1024.22,1016.71,26,10.9,94,39,0,2.98,8.5,200,6.687772
1021.67,1014.28,26.9,11.6,94,35,0,2.7,8.7,210,6.687772
1020.12,1013.67,27.7,12,93,34,0,3.35,8.6,180,7.71666
1018.45,1010.32,28.4,12.5,94,34,0,2.2,8.8,210,9.774436
1016.9,1008.67,30.6,13.1,94,36,0,3.5,8.9,310,5.658884
1018.14,1011.5,30.5,14,93,35,0,4.34,8.7,230,9.774436
1016.78,1008.41,30.5,14.1,94,36,0,2.77,8.8,210,11.317768
1015,1007.95,31.5,14.6,96,34,0,2.95,9.1,210,5.658884
1017.57,1011.37,30.5,15.5,95,35,0,3.49,8.8,230,10.28888
1016.53,1009.13,31,17.4,90,41,0,3.06,9.1,200,12.346656
1014.98,1008.19,32,16.7,91,36,0,4.94,9.4,210,9.774436
1016.57,1008.55,32.5,16.4,93,35,0,3.34,9,20,9.774436
1014.91,1008.15,32.4,16.2,92,25,0,4.07,9.1,130,7.71666
1015.58,1008.61,32.7,15.4,91,29,0,4.3,9.3,180,7.71666
1015.68,1008.81,32.5,15.8,89,29,0,3.39,10.2,210,10.28888
1014.04,1007.85,32.4,16.6,89,30,0,4.18,10.6,160,7.71666
1015.71,1009.66,32.2,16.3,86,35,0,3.36,10.6,180,9.774436
1016.82,1010.33,32.5,18.5,88,36,0,3.98,9.9,200,9.774436
1015.25,1007.91,32,18.8,86,36,0,4.52,9.6,120,9.774436
1016.08,1008.34,32.5,16.9,90,30,0,3.26,10.4,210,12.346656
1017.03,1010.02,32.3,17.2,86,29,0,4.97,9.4,360,12.346656
1017.29,1010.47,32,18.6,75,33,0,4.15,9.1,180,9.774436
1015.64,1009.06,31.5,19.5,85,41,0,2.75,9.1,240,9.774436
1017.36,1010.95,33.5,20.6,78,28,0,4.35,8.8,70,9.774436
1016.8,1010.06,32.9,18.6,85,37,0,4.18,9.9,330,7.71666
1015.98,1009.35,33,19,86,38,0,2.78,9.3,240,9.774436
1015.46,1008.63,32.3,20,87,42,0,2.98,4,200,7.71666
1011.12,1004.09,33.9,17.2,91,26,0,4.76,10,240,13.375544
1011.38,1004.37,33.5,16.5,79,22,0,3.96,10.7,130,7.71666
1012.96,1005.31,33.5,15.1,85,25,0,3.78,10.3,240,6.687772
1012.16,1005.15,34.5,15.4,88,29,0,3.83,10.4,80,6.687772
1014.41,1007.62,35.3,16.4,82,28,0,4.64,10.2,240,6.687772
1014.47,1007,36,16.1,85,27,0,3.98,10.4,100,8.745548
1013.52,1006.3,33.6,17.8,80,33,0,1.5,9,210,5.658884
1012.43,1005.99,35.4,21.2,84,38,0,2.24,9.3,240,13.375544
1015.9,1008.69,36,21.4,85,31,0,5.25,9.7,110,6.687772
1012.67,1004,36.1,20.7,84,32,0,5.01,10.5,240,9.774436
1009.42,1001.78,37.5,22,81,27,0,6.28,10.7,220,14.404432
1011.85,1004.97,36.4,19.8,74,29,0,5.04,10.8,100,8.745548
1012.22,1004.68,35.4,16.6,72,19,0,3.36,11,100,7.71666
1012.5,1004.56,35.3,16.5,79,21,0,5.3,10.3,240,6.687772
1013.32,1005.37,36,17.4,84,22,0,3.73,10,270,6.687772
1012.28,1004.27,36.5,16.4,83,23,0,4.68,11,130,7.71666
1012.08,1004.61,36,17.3,79,21,0,3.72,10.5,240,7.71666
1013.83,1005.95,35.8,16.8,82,20,0,3.86,10,230,8.745548
1012.15,1004.56,36,21.2,78,29,0,4.4,10.8,230,11.317768
1011.9,1003.92,36.6,20,77,24,0,6.03,10.9,210,11.317768
1011.86,1003.89,37,20.2,75,16,0,3.86,10.2,230,18.00554
1009.74,1002.42,36.2,19.4,71,17,0,7.3,10.2,210,11.317768
1011.97,1004.32,35.5,18,70,20,0,4.4,10.3,110,6.687772
1012.81,1004.43,35.6,18.6,73,27,0,2.74,9.9,220,6.687772
1012.36,1005.63,37,19,76,17,0,4.48,9.8,130,11.317768
1014.28,1006.97,36,18.3,72,22,0,3.08,9.7,120,11.317768
1014.69,1006.5,36.9,17.8,81,15,0,5.58,10.2,100,7.71666
1013.71,1006.44,35,18.1,72,27,0,1.84,9.2,230,7.71666
1011.4,1003.92,37.5,19,80,14,0,4.62,10.3,210,10.28888
1013.96,1007.15,34.6,19.9,67,36,0,3.39,8.4,200,6.687772
1015.96,1010.58,31,21.7,74,47,0,3.05,0,210,9.774436
1015.89,1008.53,31.7,20,80,33,0,3.07,8.5,200,8.745548
1013.65,1006.55,33.6,21.4,74,41,0,4.21,7.3,10,7.71666
1011.79,1006.69,32.5,23.8,78,47,12.7,0.62,1.8,20,16.976652
1015.51,1008.43,28.5,21.1,91,61,0.7,1.62,1.1,190,11.317768
1013.32,1006.11,34,20.4,91,39,0,3.81,8.8,100,7.71666
1013.5,1005.36,35.5,21.1,86,34,1.5,5.83,9.6,180,15.43332
1011.92,1004.37,34.7,21.6,89,43,0,4.36,10.5,240,10.28888
1011.47,1005.13,34.7,22.1,86,42,0,3.63,9.6,260,14.404432
1013.85,1005.9,35.5,22.8,80,44,1.8,5.04,5.3,230,16.976652
1012.75,1005.81,33.1,22.2,91,51,0,4,6.8,40,22.635536
1012.25,1006.81,34.2,21.4,87,42,0,3.51,8.1,270,22.121092
1012.32,1006.66,34,23.5,83,51,0,5.28,7.2,350,22.635536
1013.11,1006.57,35,20.8,89,34,0,4.57,10.6,230,11.317768
1013.51,1006.33,34.5,22,85,39,0,5.86,10.1,40,14.404432
1013.76,1006.47,35.3,20.8,83,30,0,5.42,10.2,230,7.71666
1011.48,1004.3,37.3,21.4,80,18,0,5.19,10.6,220,12.346656
1012.06,1003.34,37,22,73,24,0,6.47,10.2,190,15.43332
1014.95,1007.2,35.5,22.6,71,31,0,7.05,10.7,230,21.092204
1013.69,1007.32,33.8,22.2,78,47,0,5.59,7.8,30,24.693312
1012.24,1005.47,35.4,23.5,81,36,0,4.65,9.9,240,16.976652
1014,1006.14,36.8,21.4,85,25,0,4.97,10.4,240,8.745548
1013.31,1005.65,36.5,21.5,75,27,0,5.53,9.8,20,7.71666
1010.75,1003.36,36.8,21.6,78,27,0,3.66,9.8,210,12.346656
1011.87,1004.77,36,25.2,76,31,0,6.17,9.8,230,9.774436
1011.22,1004.26,36.7,25.5,82,35,3.2,5.75,8.7,40,19.034428
1011.4,1004.49,37.5,24.6,85,33,0,5.27,9.8,180,22.121092
1011.53,1004.1,37.5,24.2,79,34,0,7.87,10.1,130,15.947764
1010.74,1006.47,36,24.4,89,45,23.5,5.72,7.9,230,35.496636
1010.78,1003.59,35.6,23.1,94,42,5.1,5.06,8.8,250,22.635536
1008.07,1002.02,35.6,23,89,37,0,7.08,9.9,200,15.43332
1009.88,1003.76,35,26.1,82,44,0.3,2.16,5.8,360,15.947764
1010.76,1004.14,34.4,24.6,88,45,0,2.66,3.7,360,11.317768
1010.25,1001.48,36.8,26.2,85,46,0.2,6.5,10.3,130,12.346656
1007.08,1001.14,36.4,27,77,42,0.7,8.44,11.3,210,19.034428
1009.35,1004.9,35,26,74,42,0,5.36,6.5,180,16.976652
1010.16,1000.05,39.3,24.5,81,18,0,7.6,11.3,230,19.034428
1007.25,1000.19,38.6,26,72,23,0,7.18,11.1,330,13.375544
1005.84,1000.23,36.9,26.2,72,26,0,5.19,9.6,320,12.346656
1007.85,1002.32,37.3,25.8,73,31,0,7.28,11.1,200,13.375544
1008.21,1001.63,39,25.7,73,30,0,6.99,11.3,330,12.346656
1007.84,1001.51,38.5,25.6,76,34,0,7.13,11.2,210,10.28888
1008.48,1002.51,40.1,26.8,77,30,22.2,6.27,10.5,180,15.43332
1014.38,1007.98,29.1,23.6,93,79,13.6,1.68,0,220,11.317768
1013.35,1006.67,32.7,23.8,92,53,0,3.03,4.3,240,10.28888
1011.98,1005.18,34.9,25.4,90,44,2.5,5.99,7.7,190,15.43332
1011.84,1005.12,34.5,24.4,94,51,26.6,7.35,7.9,300,21.092204
1011.4,1005.29,34,23.1,92,56,0,10.95,8.6,240,14.404432
1012.15,1006.33,35.6,24.2,94,49,0,5.07,9.6,360,26.751088
1013.5,1006.8,33.6,23.1,85,49,0,4.76,7.2,360,18.00554
